--------- beginning of system
01-19 02:23:00.517  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_00 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:05.714  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6035
01-19 02:23:05.717  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_01 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:10.912  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6041
01-19 02:23:10.916  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_06 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:16.107  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6047
01-19 02:23:16.110  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_07 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:20.296  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6053
01-19 02:23:20.299  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_08 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:25.499  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6060
01-19 02:23:25.503  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_03 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:30.696  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6066
01-19 02:23:30.700  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_09 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:35.888  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6072
01-19 02:23:35.891  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_04 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:41.085  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6078
01-19 02:23:41.089  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_05 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:46.286  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6084
01-19 02:23:46.289  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_02 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:50.475  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6090
01-19 02:23:50.479  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_00 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:23:55.675  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6097
01-19 02:23:55.678  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_01 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:24:00.874  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6103
01-19 02:24:00.878  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_06 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:24:06.067  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6109
01-19 02:24:06.071  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_07 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:24:10.836  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6122
01-19 02:24:10.839  3381  3400 I BootReceiver: Copying /data/tombstones/tombstone_08 to DropBox (SYSTEM_TOMBSTONE)
01-19 02:24:16.037  3381  3534 W NativeCrashListener: Couldn't find ProcessRecord for pid 6128
